Country,Code,Year,Consumption Change (TW)
Switzerland,CHE,1977,2.028
Switzerland,CHE,1978,4.33
Switzerland,CHE,1979,-5.731
Switzerland,CHE,1980,2.262
Switzerland,CHE,1981,-8.878
Switzerland,CHE,1982,-7.995
Switzerland,CHE,1983,13.043
Switzerland,CHE,1984,-2.105
Switzerland,CHE,1985,3.142
Switzerland,CHE,1986,13.201
Switzerland,CHE,1987,-8.592
Switzerland,CHE,1988,-0.148
Switzerland,CHE,1989,-4.647
Switzerland,CHE,1990,11.427
Switzerland,CHE,1991,4.125
Switzerland,CHE,1992,2.085
Switzerland,CHE,1993,-9.429
Switzerland,CHE,1994,4.725
Switzerland,CHE,1995,-9.024
Switzerland,CHE,1996,6.461
Switzerland,CHE,1997,6.462
Switzerland,CHE,1998,2.407
Switzerland,CHE,1999,-0.891
Switzerland,CHE,2000,-4.244
Switzerland,CHE,2001,11.637
Switzerland,CHE,2002,-8.951
Switzerland,CHE,2003,-2.343
Switzerland,CHE,2004,0.175
Switzerland,CHE,2005,3.637
Switzerland,CHE,2006,2.931
Switzerland,CHE,2007,-15.499
Switzerland,CHE,2008,10.834
Switzerland,CHE,2009,0.894
Switzerland,CHE,2010,-7.005
Switzerland,CHE,2011,-8.228
Switzerland,CHE,2012,5.334
Switzerland,CHE,2013,8.279
Switzerland,CHE,2014,-19.509
Switzerland,CHE,2015,3.581
Switzerland,CHE,2016,-5.55
Switzerland,CHE,2017,3.11
Switzerland,CHE,2018,-6.417
Switzerland,CHE,2019,3.395
Switzerland,CHE,2020,-22.516
Taiwan,TWN,1966,4.797
Taiwan,TWN,1967,6.971
Taiwan,TWN,1968,8.603
Taiwan,TWN,1969,6.816
Taiwan,TWN,1970,9.309
Taiwan,TWN,1971,26.875
Taiwan,TWN,1972,7.638
Taiwan,TWN,1973,25.065
Taiwan,TWN,1974,-11.013
Taiwan,TWN,1975,14.793
Taiwan,TWN,1976,41.659
Taiwan,TWN,1977,21.604
Taiwan,TWN,1978,33.079
Taiwan,TWN,1979,8.101
Taiwan,TWN,1980,15.746
Taiwan,TWN,1981,-32.52
Taiwan,TWN,1982,27.568
Taiwan,TWN,1983,24.98
Taiwan,TWN,1984,-0.383
Taiwan,TWN,1985,0.82
Taiwan,TWN,1986,37.97
Taiwan,TWN,1987,19.702
Taiwan,TWN,1988,56.442
Taiwan,TWN,1989,38.791
Taiwan,TWN,1990,17.505
Taiwan,TWN,1991,38.954
Taiwan,TWN,1992,31.396
Taiwan,TWN,1993,45.823
Taiwan,TWN,1994,32.655
Taiwan,TWN,1995,47.598
Taiwan,TWN,1996,26.63
Taiwan,TWN,1997,51.026
Taiwan,TWN,1998,53.911
Taiwan,TWN,1999,43.491
Taiwan,TWN,2000,65.591
Taiwan,TWN,2001,40.064
Taiwan,TWN,2002,44.439
Taiwan,TWN,2003,34.743
Taiwan,TWN,2004,72.201
Taiwan,TWN,2005,9.018
Taiwan,TWN,2006,28.258
Taiwan,TWN,2007,48.17
Taiwan,TWN,2008,-43.685
Taiwan,TWN,2009,-32.759
Taiwan,TWN,2010,84.899
Taiwan,TWN,2011,-12.642
Taiwan,TWN,2012,-6.7
Taiwan,TWN,2013,23.881
Taiwan,TWN,2014,31.67
Taiwan,TWN,2015,13.568
Taiwan,TWN,2016,8.13
Taiwan,TWN,2017,30.802
Taiwan,TWN,2018,5.459
Taiwan,TWN,2019,-42.326
Taiwan,TWN,2020,-20.281
Thailand,THA,1966,5.228
Thailand,THA,1967,4.186
Thailand,THA,1968,11.684
Thailand,THA,1969,4.064
Thailand,THA,1970,8.608
Thailand,THA,1971,6.472
Thailand,THA,1972,16.856
Thailand,THA,1973,5.012
Thailand,THA,1974,2.168
Thailand,THA,1975,7.57
Thailand,THA,1976,5.463
Thailand,THA,1977,12.738
Thailand,THA,1978,14.592
Thailand,THA,1979,4.251
Thailand,THA,1980,5.803
Thailand,THA,1981,-2.932
Thailand,THA,1982,1.12
Thailand,THA,1983,16.532
Thailand,THA,1984,15.685
Thailand,THA,1985,9.921
Thailand,THA,1986,7.694
Thailand,THA,1987,34.491
Thailand,THA,1988,29.366
Thailand,THA,1989,34.681
Thailand,THA,1990,57.532
Thailand,THA,1991,38.713
Thailand,THA,1992,42.318
Thailand,THA,1993,62.488
Thailand,THA,1994,58.393
Thailand,THA,1995,47.746
Thailand,THA,1996,78.48
Thailand,THA,1997,37.76
Thailand,THA,1998,-48.589
Thailand,THA,1999,51.067
Thailand,THA,2000,1.811
Thailand,THA,2001,37.074
Thailand,THA,2002,75.712
Thailand,THA,2003,68.53
Thailand,THA,2004,77.082
Thailand,THA,2005,36.484
Thailand,THA,2006,7.678
Thailand,THA,2007,46.013
Thailand,THA,2008,12.48
Thailand,THA,2009,36.004
Thailand,THA,2010,73.34
Thailand,THA,2011,38.803
Thailand,THA,2012,80.552
Thailand,THA,2013,21.548
Thailand,THA,2014,31.019
Thailand,THA,2015,33.126
Thailand,THA,2016,25.733
Thailand,THA,2017,14.573
Thailand,THA,2018,15.718
Thailand,THA,2019,-11.716
Thailand,THA,2020,-102.847
Trinidad and Tobago,TTO,1966,2.152
Trinidad and Tobago,TTO,1967,2.36
Trinidad and Tobago,TTO,1968,1.176
Trinidad and Tobago,TTO,1969,1.228
Trinidad and Tobago,TTO,1970,4.138
Trinidad and Tobago,TTO,1971,0.368
Trinidad and Tobago,TTO,1972,17.084
Trinidad and Tobago,TTO,1973,-0.488
Trinidad and Tobago,TTO,1974,-2.259
Trinidad and Tobago,TTO,1975,-11.544
Trinidad and Tobago,TTO,1976,5.972
Trinidad and Tobago,TTO,1977,2.164
Trinidad and Tobago,TTO,1978,0.366
Trinidad and Tobago,TTO,1979,-6.572
Trinidad and Tobago,TTO,1980,-1.904
Trinidad and Tobago,TTO,1981,2.703
Trinidad and Tobago,TTO,1982,8.836
Trinidad and Tobago,TTO,1983,-1.44
Trinidad and Tobago,TTO,1984,-0.821
Trinidad and Tobago,TTO,1985,1.903
Trinidad and Tobago,TTO,1986,2.32
Trinidad and Tobago,TTO,1987,-3.454
Trinidad and Tobago,TTO,1988,5.753
Trinidad and Tobago,TTO,1989,-1.029
Trinidad and Tobago,TTO,1990,6.863
Trinidad and Tobago,TTO,1991,-0.192
Trinidad and Tobago,TTO,1992,4.042
Trinidad and Tobago,TTO,1993,3.977
Trinidad and Tobago,TTO,1994,4.613
Trinidad and Tobago,TTO,1995,6.926
Trinidad and Tobago,TTO,1996,11.88
Trinidad and Tobago,TTO,1997,-0.029
Trinidad and Tobago,TTO,1998,1.516
Trinidad and Tobago,TTO,1999,11.398
Trinidad and Tobago,TTO,2000,5.14
Trinidad and Tobago,TTO,2001,9.356
Trinidad and Tobago,TTO,2002,10.927
Trinidad and Tobago,TTO,2003,16.895
Trinidad and Tobago,TTO,2004,15.521
Trinidad and Tobago,TTO,2005,12.393
Trinidad and Tobago,TTO,2006,30.885
Trinidad and Tobago,TTO,2007,6.72
Trinidad and Tobago,TTO,2008,-3.262
Trinidad and Tobago,TTO,2009,-1.807
Trinidad and Tobago,TTO,2010,17.46
Trinidad and Tobago,TTO,2011,-4.197
Trinidad and Tobago,TTO,2012,-3.573
Trinidad and Tobago,TTO,2013,4.195
Trinidad and Tobago,TTO,2014,-1.185
Trinidad and Tobago,TTO,2015,-6.811
Trinidad and Tobago,TTO,2016,-25.07
Trinidad and Tobago,TTO,2017,12.053
Trinidad and Tobago,TTO,2018,-11.191
Trinidad and Tobago,TTO,2019,-0.655
Trinidad and Tobago,TTO,2020,-24.181
Turkey,TUR,1966,12.942
Turkey,TUR,1967,3.335
Turkey,TUR,1968,15.519
Turkey,TUR,1969,10.805
Turkey,TUR,1970,9.913
Turkey,TUR,1971,16.963
Turkey,TUR,1972,17.244
Turkey,TUR,1973,25.883
Turkey,TUR,1974,1.817
Turkey,TUR,1975,16.434
Turkey,TUR,1976,22.39
Turkey,TUR,1977,24.123
Turkey,TUR,1978,14.444
Turkey,TUR,1979,-20.109
Turkey,TUR,1980,8.132
Turkey,TUR,1981,-0.974
Turkey,TUR,1982,23.258
Turkey,TUR,1983,19.382
Turkey,TUR,1984,11.768
Turkey,TUR,1985,32.519
Turkey,TUR,1986,35.013
Turkey,TUR,1987,38.905
Turkey,TUR,1988,17.21
Turkey,TUR,1989,22.801
Turkey,TUR,1990,28.936
Turkey,TUR,1991,12.969
Turkey,TUR,1992,18.098
Turkey,TUR,1993,30.492
Turkey,TUR,1994,-10.764
Turkey,TUR,1995,60.409
Turkey,TUR,1996,50.097
Turkey,TUR,1997,37.25
Turkey,TUR,1998,13.695
Turkey,TUR,1999,0.785
Turkey,TUR,2000,66.174
Turkey,TUR,2001,-58.457
Turkey,TUR,2002,46.396
Turkey,TUR,2003,46.684
Turkey,TUR,2004,34.164
Turkey,TUR,2005,41.621
Turkey,TUR,2006,95.976
Turkey,TUR,2007,92.197
Turkey,TUR,2008,10.297
Turkey,TUR,2009,6.216
Turkey,TUR,2010,17.42
Turkey,TUR,2011,80.388
Turkey,TUR,2012,64.122
Turkey,TUR,2013,-23.701
Turkey,TUR,2014,91.854
Turkey,TUR,2015,59.231
Turkey,TUR,2016,64.567
Turkey,TUR,2017,109.241
Turkey,TUR,2018,-47.243
Turkey,TUR,2019,-25.069
Turkey,TUR,2020,-47.961
Turkmenistan,TKM,1986,35.003
Turkmenistan,TKM,1987,-0.924
Turkmenistan,TKM,1988,1.2
Turkmenistan,TKM,1989,4.907
Turkmenistan,TKM,1990,-31.399
Turkmenistan,TKM,1991,4.099
Turkmenistan,TKM,1992,-7.023
Turkmenistan,TKM,1993,-26.681
Turkmenistan,TKM,1994,8.164
Turkmenistan,TKM,1995,-23.074
Turkmenistan,TKM,1996,49.027
Turkmenistan,TKM,1997,-36.64
Turkmenistan,TKM,1998,29.363
Turkmenistan,TKM,1999,-6.776
Turkmenistan,TKM,2000,-22.531
Turkmenistan,TKM,2001,31.417
Turkmenistan,TKM,2002,-23.672
Turkmenistan,TKM,2003,48.554
Turkmenistan,TKM,2004,-1.712
Turkmenistan,TKM,2005,2.194
Turkmenistan,TKM,2006,1.862
Turkmenistan,TKM,2007,-5.29
Turkmenistan,TKM,2008,-31.117
Turkmenistan,TKM,2009,89.546
Turkmenistan,TKM,2010,17.965
Turkmenistan,TKM,2011,27.431
Turkmenistan,TKM,2012,24.966
Turkmenistan,TKM,2013,-33.723
Turkmenistan,TKM,2014,9.79
Turkmenistan,TKM,2015,54.779
Turkmenistan,TKM,2016,-3.286
Turkmenistan,TKM,2017,-3.438
Turkmenistan,TKM,2018,36.936
Turkmenistan,TKM,2019,33.225
Turkmenistan,TKM,2020,-6.411
Ukraine,UKR,1986,42.528
Ukraine,UKR,1987,40.781
Ukraine,UKR,1988,-65.27
Ukraine,UKR,1989,-102.4
Ukraine,UKR,1990,434.085
Ukraine,UKR,1991,-200.692
Ukraine,UKR,1992,-448.78
Ukraine,UKR,1993,-325.844
Ukraine,UKR,1994,-307.471
Ukraine,UKR,1995,-44.448
Ukraine,UKR,1996,-147.468
Ukraine,UKR,1997,-64.394
Ukraine,UKR,1998,-63.739
Ukraine,UKR,1999,-10.88
Ukraine,UKR,2000,-1.088
Ukraine,UKR,2001,-19.867
Ukraine,UKR,2002,-6.147
Ukraine,UKR,2003,31.866
Ukraine,UKR,2004,-27.224
Ukraine,UKR,2005,14.833
Ukraine,UKR,2006,15.205
Ukraine,UKR,2007,-4.236
Ukraine,UKR,2008,-50.6
Ukraine,UKR,2009,-212.042
Ukraine,UKR,2010,74.159
Ukraine,UKR,2011,52.954
Ukraine,UKR,2012,-26.587
Ukraine,UKR,2013,-68.163
Ukraine,UKR,2014,-156.291
Ukraine,UKR,2015,-194.046
Ukraine,UKR,2016,58.867
Ukraine,UKR,2017,-86.951
Ukraine,UKR,2018,34.3
Ukraine,UKR,2019,-48.579
Ukraine,UKR,2020,-21.868
United Arab Emirates,ARE,1966,0.058
United Arab Emirates,ARE,1967,4.495
United Arab Emirates,ARE,1968,1.538
United Arab Emirates,ARE,1969,0.024
United Arab Emirates,ARE,1970,2.637
United Arab Emirates,ARE,1971,5.032
United Arab Emirates,ARE,1972,1.012
United Arab Emirates,ARE,1973,4.643
United Arab Emirates,ARE,1974,2.002
United Arab Emirates,ARE,1975,1.564
United Arab Emirates,ARE,1976,6.331
United Arab Emirates,ARE,1977,19.441
United Arab Emirates,ARE,1978,7.869
United Arab Emirates,ARE,1979,10.06
United Arab Emirates,ARE,1980,40.596
United Arab Emirates,ARE,1981,17.772
United Arab Emirates,ARE,1982,10.038
United Arab Emirates,ARE,1983,-5.451
United Arab Emirates,ARE,1984,32.032
United Arab Emirates,ARE,1985,39.087
United Arab Emirates,ARE,1986,42.754
United Arab Emirates,ARE,1987,28.69
United Arab Emirates,ARE,1988,28.805
United Arab Emirates,ARE,1989,38.282
United Arab Emirates,ARE,1990,4.788
United Arab Emirates,ARE,1991,75.885
United Arab Emirates,ARE,1992,-14.142
United Arab Emirates,ARE,1993,16.775
United Arab Emirates,ARE,1994,41.204
United Arab Emirates,ARE,1995,20.197
United Arab Emirates,ARE,1996,14.817
United Arab Emirates,ARE,1997,21.768
United Arab Emirates,ARE,1998,12.656
United Arab Emirates,ARE,1999,4.23
United Arab Emirates,ARE,2000,-2.6
United Arab Emirates,ARE,2001,5.758
United Arab Emirates,ARE,2002,50.114
United Arab Emirates,ARE,2003,39.449
United Arab Emirates,ARE,2004,43.872
United Arab Emirates,ARE,2005,29.52
United Arab Emirates,ARE,2006,36.669
United Arab Emirates,ARE,2007,77.081
United Arab Emirates,ARE,2008,120.04
United Arab Emirates,ARE,2009,-12.843
United Arab Emirates,ARE,2010,46.447
United Arab Emirates,ARE,2011,48.831
United Arab Emirates,ARE,2012,53.98
United Arab Emirates,ARE,2013,59.231
United Arab Emirates,ARE,2014,-13.14
United Arab Emirates,ARE,2015,118.457
United Arab Emirates,ARE,2016,49.321
United Arab Emirates,ARE,2017,2.27
United Arab Emirates,ARE,2018,-18.789
United Arab Emirates,ARE,2019,-17.702
United Arab Emirates,ARE,2020,-108.072
United Kingdom,GBR,1966,-2.92
United Kingdom,GBR,1967,-9.001
United Kingdom,GBR,1968,78.384
United Kingdom,GBR,1969,80.356
United Kingdom,GBR,1970,57.361
United Kingdom,GBR,1971,-48.113
United Kingdom,GBR,1972,31.656
United Kingdom,GBR,1973,128.928
United Kingdom,GBR,1974,-150.54
United Kingdom,GBR,1975,-134.937
United Kingdom,GBR,1976,30.539
United Kingdom,GBR,1977,36.341
United Kingdom,GBR,1978,21.835
United Kingdom,GBR,1979,113.084
United Kingdom,GBR,1980,-228.235
United Kingdom,GBR,1981,-69.993
United Kingdom,GBR,1982,-47.402
United Kingdom,GBR,1983,-7.66
United Kingdom,GBR,1984,-12.49
United Kingdom,GBR,1985,78.839
United Kingdom,GBR,1986,69.642
United Kingdom,GBR,1987,8.502
United Kingdom,GBR,1988,7.366
United Kingdom,GBR,1989,-20.164
United Kingdom,GBR,1990,33.75
United Kingdom,GBR,1991,40.646
United Kingdom,GBR,1992,-36.928
United Kingdom,GBR,1993,-4.493
United Kingdom,GBR,1994,-31.669
United Kingdom,GBR,1995,7.628
United Kingdom,GBR,1996,110.466
United Kingdom,GBR,1997,-60.618
United Kingdom,GBR,1998,19.868
United Kingdom,GBR,1999,-4.007
United Kingdom,GBR,2000,49.675
United Kingdom,GBR,2001,18.235
United Kingdom,GBR,2002,-56.834
United Kingdom,GBR,2003,37.732
United Kingdom,GBR,2004,30.084
United Kingdom,GBR,2005,17.422
United Kingdom,GBR,2006,-19.414
United Kingdom,GBR,2007,-51.503
United Kingdom,GBR,2008,-29.385
United Kingdom,GBR,2009,-180.855
United Kingdom,GBR,2010,71.988
United Kingdom,GBR,2011,-174.591
United Kingdom,GBR,2012,11.935
United Kingdom,GBR,2013,-42.923
United Kingdom,GBR,2014,-147.567
United Kingdom,GBR,2015,-34.507
United Kingdom,GBR,2016,-25.272
United Kingdom,GBR,2017,-43.398
United Kingdom,GBR,2018,-19.139
United Kingdom,GBR,2019,-67.561
United Kingdom,GBR,2020,-248.295
United States,USA,1966,796.921
United States,USA,1967,444.132
United States,USA,1968,918.874
United States,USA,1969,775.331
United States,USA,1970,606.327
United States,USA,1971,277.902
United States,USA,1972,851.892
United States,USA,1973,735.403
United States,USA,1974,-675.384
United States,USA,1975,-692.409
United States,USA,1976,1041.116
United States,USA,1977,526.615
United States,USA,1978,204.734
United States,USA,1979,286.64
United States,USA,1980,-811.18
United States,USA,1981,-634.52
United States,USA,1982,-992.281
United States,USA,1983,-179.035
United States,USA,1984,898.648
United States,USA,1985,-101.371
United States,USA,1986,61.113
United States,USA,1987,671.374
United States,USA,1988,825.284
United States,USA,1989,363.059
United States,USA,1990,-181.588
United States,USA,1991,-135.423
United States,USA,1992,404.832
United States,USA,1993,412.99
United States,USA,1994,396.055
United States,USA,1995,276.439
United States,USA,1996,712.928
United States,USA,1997,292.524
United States,USA,1998,126.38
United States,USA,1999,297.575
United States,USA,2000,624.76
United States,USA,2001,-479.832
United States,USA,2002,197.235
United States,USA,2003,98.141
United States,USA,2004,459.007
United States,USA,2005,13.838
United States,USA,2006,-326.596
United States,USA,2007,390.62
United States,USA,2008,-781.328
United States,USA,2009,-1399.761
United States,USA,2010,777.803
United States,USA,2011,-421.593
United States,USA,2012,-557.039
United States,USA,2013,536.322
United States,USA,2014,207.11
United States,USA,2015,-268.057
United States,USA,2016,-239.636
United States,USA,2017,-101.449
United States,USA,2018,894.759
United States,USA,2019,-266.842
United States,USA,2020,-2041.786
Uzbekistan,UZB,1986,-5.451
Uzbekistan,UZB,1987,3.527
Uzbekistan,UZB,1988,28.454
Uzbekistan,UZB,1989,12.589
Uzbekistan,UZB,1990,-4.456
Uzbekistan,UZB,1991,-4.42
Uzbekistan,UZB,1992,-27.509
Uzbekistan,UZB,1993,33.681
Uzbekistan,UZB,1994,-9.298
Uzbekistan,UZB,1995,-3.614
Uzbekistan,UZB,1996,15.072
Uzbekistan,UZB,1997,-3.284
Uzbekistan,UZB,1998,-1.326
Uzbekistan,UZB,1999,68.322
Uzbekistan,UZB,2000,11.867
Uzbekistan,UZB,2001,1.802
Uzbekistan,UZB,2002,14.818
Uzbekistan,UZB,2003,-53.867
Uzbekistan,UZB,2004,0.282
Uzbekistan,UZB,2005,-2.081
Uzbekistan,UZB,2006,-35.535
Uzbekistan,UZB,2007,31.236
Uzbekistan,UZB,2008,-24.259
Uzbekistan,UZB,2009,-6.142
Uzbekistan,UZB,2010,-5.635
Uzbekistan,UZB,2011,26.358
Uzbekistan,UZB,2012,-9.195
Uzbekistan,UZB,2013,9.54
Uzbekistan,UZB,2014,17.755
Uzbekistan,UZB,2015,-25.342
Uzbekistan,UZB,2016,-25.887
Uzbekistan,UZB,2017,-1.357
Uzbekistan,UZB,2018,24.438
Uzbekistan,UZB,2019,-0.18
Uzbekistan,UZB,2020,-14.141
Venezuela,VEN,1966,1.745
Venezuela,VEN,1967,9.796
Venezuela,VEN,1968,12.829
Venezuela,VEN,1969,1.133
Venezuela,VEN,1970,-0.601
Venezuela,VEN,1971,-0.066
Venezuela,VEN,1972,11.167
Venezuela,VEN,1973,34.169
Venezuela,VEN,1974,5.124
Venezuela,VEN,1975,7.806
Venezuela,VEN,1976,22.872
Venezuela,VEN,1977,32.483
Venezuela,VEN,1978,7.684
Venezuela,VEN,1979,31.968
Venezuela,VEN,1980,47.544
Venezuela,VEN,1981,15.577
Venezuela,VEN,1982,7.246
Venezuela,VEN,1983,-8.358
Venezuela,VEN,1984,3.001
Venezuela,VEN,1985,6.247
Venezuela,VEN,1986,30.048
Venezuela,VEN,1987,-17.237
Venezuela,VEN,1988,12.572
Venezuela,VEN,1989,3.368
Venezuela,VEN,1990,28.642
Venezuela,VEN,1991,-18.265
Venezuela,VEN,1992,41.904
Venezuela,VEN,1993,-7.569
Venezuela,VEN,1994,44.417
Venezuela,VEN,1995,20.578
Venezuela,VEN,1996,-25.622
Venezuela,VEN,1997,30.377
Venezuela,VEN,1998,43.438
Venezuela,VEN,1999,-7.273
Venezuela,VEN,2000,16.185
Venezuela,VEN,2001,40.268
Venezuela,VEN,2002,13.688
Venezuela,VEN,2003,-58.093
Venezuela,VEN,2004,42.854
Venezuela,VEN,2005,7.91
Venezuela,VEN,2006,38.678
Venezuela,VEN,2007,50.34
Venezuela,VEN,2008,-27.533
Venezuela,VEN,2009,1.644
Venezuela,VEN,2010,-8.551
Venezuela,VEN,2011,6.939
Venezuela,VEN,2012,50.475
Venezuela,VEN,2013,10.409
Venezuela,VEN,2014,-36.572
Venezuela,VEN,2015,2.783
Venezuela,VEN,2016,-92.27
Venezuela,VEN,2017,-11.071
Venezuela,VEN,2018,-118.905
Venezuela,VEN,2019,-124.336
Venezuela,VEN,2020,-98.697
Vietnam,VNM,1966,21.879
Vietnam,VNM,1967,19.341
Vietnam,VNM,1968,2.477
Vietnam,VNM,1969,13.147
Vietnam,VNM,1970,3.576
Vietnam,VNM,1971,-9.86
Vietnam,VNM,1972,-1.923
Vietnam,VNM,1973,4.348
Vietnam,VNM,1974,-21.187
Vietnam,VNM,1975,6.624
Vietnam,VNM,1976,-28.953
Vietnam,VNM,1977,2.631
Vietnam,VNM,1978,0.989
Vietnam,VNM,1979,2.82
Vietnam,VNM,1980,5.39
Vietnam,VNM,1981,0.068
Vietnam,VNM,1982,3.54
Vietnam,VNM,1983,3.627
Vietnam,VNM,1984,-0.576
Vietnam,VNM,1985,-0.02
Vietnam,VNM,1986,5.972
Vietnam,VNM,1987,8.484
Vietnam,VNM,1988,-1.213
Vietnam,VNM,1989,-9.701
Vietnam,VNM,1990,0.997
Vietnam,VNM,1991,-1.465
Vietnam,VNM,1992,4.536
Vietnam,VNM,1993,9.87
Vietnam,VNM,1994,7.646
Vietnam,VNM,1995,13.51
Vietnam,VNM,1996,14.389
Vietnam,VNM,1997,23.245
Vietnam,VNM,1998,15.059
Vietnam,VNM,1999,-1.823
Vietnam,VNM,2000,23.335
Vietnam,VNM,2001,17.273
Vietnam,VNM,2002,22.9
Vietnam,VNM,2003,18.767
Vietnam,VNM,2004,66.018
Vietnam,VNM,2005,23.676
Vietnam,VNM,2006,-39.43
Vietnam,VNM,2007,23.624
Vietnam,VNM,2008,78.642
Vietnam,VNM,2009,-2.118
Vietnam,VNM,2010,67.021
Vietnam,VNM,2011,39.792
Vietnam,VNM,2012,-1.752
Vietnam,VNM,2013,20.53
Vietnam,VNM,2014,52.411
Vietnam,VNM,2015,93.091
Vietnam,VNM,2016,41.437
Vietnam,VNM,2017,4.652
Vietnam,VNM,2018,128.427
Vietnam,VNM,2019,155.234
Vietnam,VNM,2020,-37.062
